Title; death_cause; Occupation; Death_Year; Birth_Year; Death_Place
Anwar_al-Awlaki​​​​;AGM-114 Hellfire​​​​;['Anwar_al-Awlaki__2', 'Anwar_al-Awlaki__3', 'Anwar_al-Awlaki__4', 'Anwar_al-Awlaki__5', 'Anwar_al-Awlaki__6', 'Inspire (magazine)', 'Imam']​​​​;2011​​​​;1971​​​​;['Yemen', "Ma'rib Governorate", 'Al Jawf Governorate']​​​​
Ara_Gallant​​​​;Suicide​​​​;['Ara_Gallant__1', 'Photographer']​​​​;1990​​​​;1932​​​​;['Nevada', 'Las Vegas Valley']​​​​
Arabella_Arbenz​​​​;Suicide​​​​;Arabella_Arbenz__1​​​​;1965​​​​;1940​​​​;['Colombia', 'Bogotá']​​​​
Arafat_Rahman_Koko​​​​;Heart failure​​​​;None​​​​;2015​​​​;1970​​​​;Malaysia​​​​
Arai_Ikunosuke​​​​;Diabetes mellitus​​​​;None​​​​;1909​​​​;1836​​​​;['Japan', 'Tokyo']​​​​
Arch_Johnson​​​​;Cancer​​​​;Arch_Johnson__1​​​​;1997​​​​;1922​​​​;['Maryland', 'Worcester County Maryland', 'Snow Hill Maryland']​​​​
Archibald_Gracie_IV​​​​;Diabetes mellitus​​​​;Archibald_Gracie_IV__1​​​​;1912​​​​;1858​​​​;['New York City', 'New York']​​​​
Archibald_Hoxsey​​​​;Aviation accidents and incidents​​​​;None​​​​;1910​​​​;1884​​​​;Los Angeles​​​​
Archibald_Roosevelt​​​​;Stroke​​​​;None​​​​;1979​​​​;1894​​​​;Stuart Florida​​​​
Arend_Langenberg​​​​;Cancer​​​​;['Arend_Langenberg__1', 'Arend_Langenberg__2', 'Arend_Langenberg__3', 'Voice-over', 'Voice acting', 'Radio personality']​​​​;2012​​​​;1949​​​​;['Amsterdam', 'Netherlands']​​​​
Argentina_Brunetti​​​​;Death by natural causes​​​​;Argentina_Brunetti__1​​​​;2005​​​​;1907​​​​;Rome​​​​
Ariadna_Welter​​​​;Cirrhosis​​​​;Ariadna_Welter__1​​​​;1998​​​​;1930​​​​;['Mexico City', 'Mexico']​​​​
Arlene_Francis​​​​;Alzheimer's disease​​​​;Arlene_Francis__1​​​​;2001​​​​;1907​​​​;San Francisco​​​​
Armand_Kaliz​​​​;Myocardial infarction​​​​;['Armand_Kaliz__1', 'Actor']​​​​;1941​​​​;1887​​​​;Beverly Hills California​​​​
Armin_Schreiner​​​​;The Holocaust​​​​;['Armin_Schreiner__1', 'Business magnate']​​​​;1941​​​​;1874​​​​;Jasenovac concentration camp​​​​
Armond_Fields​​​​;Colorectal cancer​​​​;None​​​​;2008​​​​;1930​​​​;Culver City California​​​​
Arndt_Pekurinen​​​​;Capital punishment​​​​;None​​​​;1941​​​​;1905​​​​;['Soviet Union', 'Kalevalsky District']​​​​
Arno_Assmann​​​​;Suicide​​​​;['Arno_Assmann__1', 'Screenwriting', 'Film director']​​​​;1979​​​​;1908​​​​;None​​​​
Arnold_Bennett​​​​;Typhoid fever​​​​;['Arnold_Bennett__1', 'Novelist']​​​​;1931​​​​;1867​​​​;['London', 'United Kingdom']​​​​
Arnold_Manoff​​​​;Myocardial infarction​​​​;['Arnold_Manoff__1', 'Screenwriter']​​​​;1965​​​​;1914​​​​;['New York City', 'New York']​​​​
Arnold_Pick​​​​;Sepsis​​​​;None​​​​;1924​​​​;1851​​​​;['Czechoslovakia', 'Prague']​​​​
Arnold_Ridley​​​​;Falling (accident)​​​​;['Arnold_Ridley__1', 'Playwright', 'Actor']​​​​;1984​​​​;1896​​​​;['London', 'Hillingdon']​​​​
Arnold_S._Relman​​​​;Melanoma​​​​;None​​​​;2014​​​​;1923​​​​;None​​​​
Art_Fleming​​​​;Pancreatic cancer​​​​;Art_Fleming__1​​​​;1995​​​​;1924​​​​;['Crystal River Florida', 'Florida']​​​​
Art_Savage​​​​;Lung cancer​​​​;['San Jose Sharks', 'Art_Savage__1', 'Art_Savage__2']​​​​;2009​​​​;1951​​​​;None​​​​
Art_Smith_(pilot)​​​​;Aviation accidents and incidents​​​​;None​​​​;1926​​​​;1890​​​​;Montpelier Ohio​​​​
Art_Stevens​​​​;Myocardial infarction​​​​;['Art_Stevens__1', 'Screenwriter', 'Animator', 'Film director', 'Film producer']​​​​;2007​​​​;1915​​​​;Studio City Los Angeles​​​​
Arthur_A._Will​​​​;Pneumonia​​​​;Arthur_A._Will__1​​​​;1940​​​​;1871​​​​;['Pewee Valley Kentucky', 'United States']​​​​
Arthur_B._Hancock,_Jr.​​​​;Pancreatic cancer​​​​;Arthur_B._Hancock_Jr.__1​​​​;1972​​​​;1910​​​​;['Nashville Tennessee', 'United States']​​​​
Arthur_Charles_Miller​​​​;Tuberculosis​​​​;['Arthur_Charles_Miller__1', 'Cinematographer']​​​​;1970​​​​;1895​​​​;Hollywood​​​​
Arthur_Chevrolet​​​​;Suicide​​​​;None​​​​;1946​​​​;1884​​​​;Slidell Louisiana​​​​
Arthur_Davidson_(motorcycling)​​​​;Traffic collision​​​​;['Harley-Davidson', 'Arthur_Davidson_(motorcycling)__1']​​​​;1950​​​​;1881​​​​;['United States', 'Wisconsin Highway 59']​​​​
Arthur_Forwood​​​​;Colitis​​​​;Arthur_Forwood__1​​​​;1898​​​​;1836​​​​;Liverpool​​​​
Arthur_Franz​​​​;Chronic obstructive pulmonary disease​​​​;None​​​​;2006​​​​;1920​​​​;Henderson Nevada​​​​
Arthur_Gamgee​​​​;Pneumonia​​​​;['Arthur_Gamgee__1', 'Physiology']​​​​;1909​​​​;1841​​​​;Paris​​​​
Arthur_H._Parmelee​​​​;Cerebral hemorrhage​​​​;['Arthur_H._Parmelee__1', 'Arthur_H._Parmelee__2', 'Arthur_H._Parmelee__3', 'Physician']​​​​;1961​​​​;1883​​​​;Los Angeles​​​​
Arthur_Hawley_Scribner​​​​;Myocardial infarction​​​​;None​​​​;1932​​​​;1859​​​​;Mount Kisco New York​​​​
Arthur_J._Collingsworth​​​​;Tumors of the hematopoietic and lymphoid tissues​​​​;None​​​​;2013​​​​;1944​​​​;['Berlin', 'Germany']​​​​
Arthur_L._Welsh​​​​;Aviation accidents and incidents​​​​;None​​​​;1912​​​​;1881​​​​;['College Park Maryland', 'United States Army Aviation Center of Excellence']​​​​
Arthur_Lowe​​​​;Stroke​​​​;['Arthur_Lowe__1', 'Actor']​​​​;1982​​​​;1915​​​​;Birmingham​​​​
Arthur_O'Connell​​​​;Alzheimer's disease​​​​;Arthur_O'Connell__1​​​​;1981​​​​;1908​​​​;['California', 'Los Angeles']​​​​
Arthur_Pentelow​​​​;Myocardial infarction​​​​;['Arthur_Pentelow__1', 'Actor']​​​​;1991​​​​;1924​​​​;['United Kingdom', 'Birmingham', 'England']​​​​
Arthur_Sheekman​​​​;Deep hypothermic circulatory arrest​​​​;Arthur_Sheekman__1​​​​;1978​​​​;1901​​​​;None​​​​
Arthur_Treacher​​​​;Cardiovascular disease​​​​;Arthur_Treacher__1​​​​;1975​​​​;1894​​​​;Manhasset New York​​​​
Arthur_Winston​​​​;Heart failure​​​​;None​​​​;2006​​​​;1906​​​​;Los Angeles​​​​
Arthur_Wirtz​​​​;Cancer​​​​;['Chicago Bulls', 'Chicago Blackhawks', 'Chicago Stadium', 'Arthur_Wirtz__1', 'Arthur_Wirtz__2', 'Arthur_Wirtz__3', 'Arthur_Wirtz__4', 'Arthur_Wirtz__5']​​​​;1983​​​​;1901​​​​;['Chicago', 'Illinois']​​​​
Aruna_Shanbaug_case​​​​;Pneumonia​​​​;['Aruna_Shanbaug_case__1', 'Nursing']​​​​;2015​​​​;1948​​​​;['India', 'Mumbai', 'Maharashtra']​​​​
Arvid_Noe​​​​;AIDS​​​​;['Arvid_Noe__1', 'Sailor']​​​​;1976​​​​;1946​​​​;Norway​​​​
Ashab_Uddin_Ahmad​​​​;Cardiovascular disease​​​​;Ashab_Uddin_Ahmad__1​​​​;None​​​​;1914​​​​;['Bangladesh', 'Dhaka']​​​​
Ashley_Kriel​​​​;Shooting​​​​;Ashley_Kriel__1​​​​;1987​​​​;1966​​​​;['Cape Town', 'Cape Flats']​​​​
Assia_Wevill​​​​;Suicide​​​​;None​​​​;1969​​​​;1927​​​​;London​​​​
Aubrey_McClendon​​​​;Single-vehicle crash​​​​;['Aubrey_McClendon__1', 'Chief executive officer']​​​​;2016​​​​;1959​​​​;['Oklahoma', 'Oklahoma City']​​​​
Audra_Lindley​​​​;Leukemia​​​​;['Audra_Lindley__1', 'Actor']​​​​;1997​​​​;1918​​​​;['California', 'Los Angeles', 'United States']​​​​
Audrey_Hepburn​​​​;Appendix cancer​​​​;['Audrey_Hepburn__1', 'Audrey_Hepburn__2']​​​​;1993​​​​;1929​​​​;['Tolochenaz', 'Vaud']​​​​
Audrey_Stevens_Niyogi​​​​;Death by natural causes​​​​;None​​​​;None​​​​;None​​​​;['Oak Ridge Tennessee', 'United States']​​​​
Audrey_Totter​​​​;Stroke​​​​;Audrey_Totter__1​​​​;2013​​​​;1917​​​​;Woodland Hills Los Angeles​​​​
August_Belmont_IV​​​​;Stroke​​​​;['August_Belmont_IV__1', 'Investment banking']​​​​;1995​​​​;1908​​​​;['Easton Maryland', 'United States']​​​​
August_Schellenberg​​​​;Lung cancer​​​​;August_Schellenberg__1​​​​;2013​​​​;1936​​​​;['Texas', 'Dallas']​​​​
Augusta,_Lady_Gregory​​​​;Breast cancer​​​​;['Augusta_Lady_Gregory__1', 'Folklore', 'Playwright']​​​​;1932​​​​;1852​​​​;None​​​​
Augustine_Joseph​​​​;Myocardial infarction​​​​;['Augustine_Joseph__1', 'Musician']​​​​;None​​​​;1910​​​​;None​​​​
Augusto_César_Sandino​​​​;Assassination​​​​;None​​​​;1934​​​​;1895​​​​;['Nicaragua', 'Managua']​​​​
Augustus_Matthiessen​​​​;Suicide​​​​;None​​​​;1870​​​​;1831​​​​;London​​​​
Augustus_Siebe​​​​;Chronic obstructive pulmonary disease​​​​;None​​​​;1872​​​​;1788​​​​;None​​​​
Aung_Min_Thein​​​​;Liver cancer​​​​;['Aung_Min_Thein__1', 'Film director']​​​​;2007​​​​;1961​​​​;['Myanmar', 'Yangon']​​​​
Aurel_Vlaicu​​​​;Myocardial infarction​​​​;Aurel_Vlaicu__1​​​​;1913​​​​;1882​​​​;['Kingdom of Romania', 'Bănești']​​​​
Aurore_Gagnon​​​​;['Sepsis', 'Fatigue (medical)']​​​​;None​​​​;1920​​​​;1909​​​​;['Canada', 'Fortierville Quebec', 'Quebec']​​​​
Austin_Steward​​​​;Typhoid fever​​​​;None​​​​;1869​​​​;1793​​​​;None​​​​
Ava_Gardner​​​​;Pneumonia​​​​;Ava_Gardner__1​​​​;1990​​​​;1922​​​​;['London', 'Westminster']​​​​
Axel_Jensen​​​​;Amyotrophic lateral sclerosis​​​​;Axel_Jensen__1​​​​;2003​​​​;1932​​​​;['Norway', 'Kristiansand', 'List of villages in Vest-Agder']​​​​
Axel_Roth​​​​;Prostate cancer​​​​;['International Space Station', 'Skylab', 'Marshall Space Flight Center', 'Axel_Roth__1', 'Structures_Engineer']​​​​;2008​​​​;1936​​​​;Huntsville Alabama​​​​
Azean_Irdawaty​​​​;Liver failure​​​​;Azean_Irdawaty__1​​​​;2013​​​​;1950​​​​;['Kuala Lumpur', 'Federal Territories (Malaysia)', 'Petaling Jaya', 'Malaysia']​​​​
AKM_Yusuf​​​​;Stroke​​​​;['AKM_Yusuf__1', 'Theology']​​​​;2014​​​​;1926​​​​;None​​​​
AK_47_Mayanja​​​​;Mysterious_Death​​​​;AK_47_Mayanja__2​​​​;2015​​​​;1990​​​​;['Nsambya Hospital', 'Nsambya']​​​​
Aaliyah​​​​;Aviation accidents and incidents​​​​;Aaliyah__2​​​​;2001​​​​;1979​​​​;['The Bahamas', 'Abaco Islands', 'Marsh Harbour']​​​​
Aaron_Henry​​​​;Heart failure​​​​;['Aaron_Henry__1', 'Politician']​​​​;1997​​​​;1922​​​​;Clarksdale Mississippi​​​​
Aaron_Swartz​​​​;Suicide by hanging​​​​;['Aaron_Swartz__1', 'Hacktivism']​​​​;2013​​​​;1986​​​​;['Brooklyn', 'New York']​​​​
Abbas_ibn_Ali​​​​;Battle of Karbala​​​​;None​​​​;0680​​​​;0647​​​​;['Umayyad Caliphate', 'Karbala', 'Iraq']​​​​
Abbie_G._Rogers​​​​;New York City​​​​;None​​​​;1894​​​​;1841​​​​;None​​​​
Abby_Mann​​​​;Heart failure​​​​;Abby_Mann__1​​​​;2008​​​​;1927​​​​;Beverly Hills California​​​​
Abdallah_Somekh​​​​;Cholera​​​​;Abdallah_Somekh__1​​​​;1889​​​​;1813​​​​;None​​​​
Abdel_Aziz_al-Rantisi​​​​;Assassination​​​​;None​​​​;2004​​​​;1947​​​​;['Gaza Strip', 'Gaza City']​​​​
Abdelhamid_Abaaoud​​​​;Ballistic trauma​​​​;None​​​​;2015​​​​;1987​​​​;Saint-Denis Seine-Saint-Denis​​​​
Abdelhamid_Abou_Zeid​​​​;French Armed Forces​​​​;None​​​​;2013​​​​;1965​​​​;Mali​​​​
Abdikadir_Yusuf_Aar​​​​;Killed in action​​​​;['Abdikadir_Yusuf_Aar__1', 'Al-Shabaab (militant group)']​​​​;2011​​​​;None​​​​;['Somalia', 'Mogadishu', 'Banaadir']​​​​
Abdul_Rahman_Ghassemlou​​​​;['Ministry of Intelligence', 'Assassination']​​​​;['Abdul_Rahman_Ghassemlou__1', 'Politician']​​​​;1989​​​​;1930​​​​;['Vienna', 'Austria']​​​​
Abdul_Samad_Khan_Achakzai​​​​;Assassination​​​​;['Abdul_Samad_Khan_Achakzai__1', 'Politician']​​​​;1973​​​​;1907​​​​;Quetta​​​​
Abdul_Sattar_Abu_Risha​​​​;Assassination​​​​;['Al Anbar Governorate', 'Abdul_Sattar_Abu_Risha__1']​​​​;2007​​​​;['1972', '1970']​​​​;['Ramadi', 'Iraq']​​​​
Abdullah_Abdurahman​​​​;Cardiac arrest​​​​;['Abdullah_Abdurahman__2', 'Abdullah_Abdurahman__3', 'Abdullah_Abdurahman__4', 'Abdullah_Abdurahman__5', 'Physician', 'City council']​​​​;1940​​​​;1872​​​​;None​​​​
Abdullah_al-Asiri​​​​;Suicide attack​​​​;None​​​​;2009​​​​;1986​​​​;['Jeddah', 'Saudi Arabia']​​​​
Abe_Vigoda​​​​;Death by natural causes​​​​;Abe_Vigoda__1​​​​;2016​​​​;1921​​​​;Woodland Park New Jersey​​​​
Aboud_Rogo​​​​;Gunshot​​​​;['Aboud_Rogo__1', 'Aboud_Rogo__2', 'Imam', 'Ulama']​​​​;2012​​​​;1968​​​​;['Kenya', 'Mombasa']​​​​
Abraham_Lilienfeld​​​​;Myocardial infarction​​​​;None​​​​;None​​​​;None​​​​;Baltimore​​​​
Abraham_Lincoln_II​​​​;Sepsis​​​​;None​​​​;1890​​​​;1873​​​​;['London', 'United Kingdom of Great Britain and Ireland']​​​​
